Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
SOX1	5	0	5	0	0	0	0	0	10	10	10	71	14.084507042253522
RAMP2	0	0	8	0	0	0	0	0	8	8	8	71	11.267605633802818
FLG2	0	0	0	0	8	0	0	0	8	6	6	71	8.450704225352112
MUC17	1	0	0	0	6	0	0	0	7	6	6	71	8.450704225352112
MUC5AC	0	0	0	0	6	0	0	0	6	6	6	71	8.450704225352112
PHLPP1	0	0	6	0	0	0	0	0	6	6	6	71	8.450704225352112
AHNAK	0	0	0	0	3	0	2	0	5	5	5	71	7.042253521126761
MUC4	0	0	0	0	5	0	0	0	5	5	5	71	7.042253521126761
PLXNB1	0	0	0	0	2	0	4	0	6	4	4	71	5.633802816901409
TNFRSF12A	0	0	0	0	0	0	4	1	5	4	4	71	5.633802816901409
TEX13C	0	0	0	0	4	0	0	0	4	4	4	71	5.633802816901409
ZNF761	0	0	0	0	4	0	0	0	4	4	4	71	5.633802816901409
LRP1	0	0	0	0	1	0	95	0	96	3	3	71	4.225352112676056
COL1A1	0	0	0	0	1	0	52	0	53	3	3	71	4.225352112676056
AGRN	0	0	0	0	1	0	32	0	33	3	3	71	4.225352112676056
ITGB4	0	0	0	0	1	0	19	0	20	3	3	71	4.225352112676056
LTBP3	0	0	0	0	1	0	19	0	20	3	3	71	4.225352112676056
SPTAN1	0	0	0	0	1	0	19	0	20	3	3	71	4.225352112676056
HNRNPA2B1	1	0	0	0	0	0	12	0	13	3	3	71	4.225352112676056
HYOU1	0	0	0	0	1	0	11	0	12	3	3	71	4.225352112676056
FUS	0	0	1	0	0	0	9	0	10	3	3	71	4.225352112676056
ILF3	0	0	0	0	1	0	9	0	10	3	3	71	4.225352112676056
DPP7	0	0	0	0	1	0	8	0	9	3	3	71	4.225352112676056
MUC5B	0	0	0	0	2	0	7	0	9	3	3	71	4.225352112676056
NUMA1	0	0	0	0	0	0	9	0	9	3	3	71	4.225352112676056
ABCA2	0	0	0	0	0	0	8	0	8	3	3	71	4.225352112676056
INTS1	0	0	0	0	1	0	7	0	8	3	3	71	4.225352112676056
OS9	0	0	0	0	1	0	7	0	8	3	3	71	4.225352112676056
PLXND1	0	0	0	0	1	0	7	0	8	3	3	71	4.225352112676056
GNPTG	0	0	0	0	1	0	6	0	7	3	3	71	4.225352112676056
NCOR2	0	0	0	0	1	0	6	0	7	3	3	71	4.225352112676056
PTBP1	0	0	1	0	0	0	6	0	7	3	3	71	4.225352112676056
APH1A	0	0	0	0	1	0	5	0	6	3	3	71	4.225352112676056
CIC	1	0	0	0	0	0	5	0	6	3	3	71	4.225352112676056
COPG1	0	0	0	0	1	0	5	0	6	3	3	71	4.225352112676056
ELF3	0	0	0	0	1	0	5	0	6	3	3	71	4.225352112676056
NDUFV1	0	0	0	0	1	0	5	0	6	3	3	71	4.225352112676056
PPP2R1A	0	0	0	0	1	0	5	0	6	3	3	71	4.225352112676056
SBF1	0	0	0	0	1	0	5	0	6	3	3	71	4.225352112676056
TMEM147	0	0	0	0	1	0	5	0	6	3	3	71	4.225352112676056
CD163	0	0	0	0	1	0	4	0	5	3	3	71	4.225352112676056
MAP7D1	0	0	0	0	1	0	4	0	5	3	3	71	4.225352112676056
MEGF8	0	0	0	0	3	0	2	0	5	3	3	71	4.225352112676056
PER1	0	1	0	0	0	0	4	0	5	3	3	71	4.225352112676056
PSMD3	0	0	0	0	1	0	4	0	5	3	3	71	4.225352112676056
ACIN1	0	0	0	0	1	0	3	0	4	3	3	71	4.225352112676056
AHNAK2	0	0	0	0	4	0	0	0	4	3	3	71	4.225352112676056
ARID1A	0	0	0	0	1	0	3	0	4	3	3	71	4.225352112676056
ATP13A2	0	0	0	0	1	0	3	0	4	3	3	71	4.225352112676056
GPI	0	0	0	0	1	0	3	0	4	3	3	71	4.225352112676056
LRP10	0	0	0	0	0	0	4	0	4	3	3	71	4.225352112676056
NBEAL2	0	0	0	0	1	0	3	0	4	3	3	71	4.225352112676056
NME4	0	0	0	0	1	0	3	0	4	3	3	71	4.225352112676056
PPM1G	0	0	0	0	1	0	3	0	4	3	3	71	4.225352112676056
PRKDC	0	0	0	0	2	0	2	0	4	3	3	71	4.225352112676056
RNPEPL1	0	0	1	0	0	0	3	0	4	3	3	71	4.225352112676056
ASAH1	0	0	0	0	0	0	3	0	3	3	3	71	4.225352112676056
CHD8	0	0	0	0	1	0	2	0	3	3	3	71	4.225352112676056
CXorf67	0	0	0	0	3	0	0	0	3	3	3	71	4.225352112676056
DEAF1	0	0	3	0	0	0	0	0	3	3	3	71	4.225352112676056
FOXD4L4	3	0	0	0	0	0	0	0	3	3	3	71	4.225352112676056
FOXF2	0	0	2	0	1	0	0	0	3	3	3	71	4.225352112676056
HLA-A	0	0	0	0	3	0	0	0	3	3	3	71	4.225352112676056
MTX1	0	0	0	0	3	0	0	0	3	3	3	71	4.225352112676056
NCLN	0	0	0	0	0	1	2	0	3	3	3	71	4.225352112676056
NF2	2	0	0	0	0	1	0	0	3	3	3	71	4.225352112676056
PCNX3	0	0	0	0	1	0	2	0	3	3	3	71	4.225352112676056
POLD1	1	0	0	0	0	0	2	0	3	3	3	71	4.225352112676056
RPL10	0	0	0	0	3	0	0	0	3	3	3	71	4.225352112676056
SH3GL2	0	0	0	0	0	0	0	3	3	3	3	71	4.225352112676056
SMARCA5	0	0	0	0	1	0	2	0	3	3	3	71	4.225352112676056
SUSD2	0	0	0	0	3	0	0	0	3	3	3	71	4.225352112676056
WDR13	0	0	0	0	0	0	2	1	3	3	3	71	4.225352112676056
ZC3H4	0	0	0	0	2	0	1	0	3	3	3	71	4.225352112676056
HSPG2	0	0	0	0	0	0	78	0	78	2	2	71	2.8169014084507045
FLNA	0	0	0	0	0	0	58	0	58	2	2	71	2.8169014084507045
TLN1	0	0	0	0	0	0	58	0	58	2	2	71	2.8169014084507045
STAB1	0	0	0	0	0	0	44	0	44	2	2	71	2.8169014084507045
LAMB2	0	0	0	0	0	0	42	0	42	2	2	71	2.8169014084507045
