Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
H3F3A	0	0	0	0	20	0	0	0	0	20	20	20	21	95.23809523809523
TP53	0	0	0	0	11	1	0	2	0	14	13	13	21	61.904761904761905
NF1	3	0	0	0	1	4	0	2	0	10	7	7	21	33.33333333333333
ATRX	3	0	0	0	3	0	0	1	0	7	7	7	21	33.33333333333333
PIK3CA	0	0	2	0	4	0	0	0	0	6	6	6	21	28.57142857142857
PTPN11	0	0	0	0	4	0	0	0	0	4	4	4	21	19.047619047619047
TTN	1	0	0	0	3	0	0	0	0	4	4	4	21	19.047619047619047
MUC16	0	0	0	0	3	0	0	0	0	3	3	3	21	14.285714285714285
PPM1D	1	0	0	0	0	2	0	0	0	3	3	3	21	14.285714285714285
RAMP2	0	0	3	0	0	0	0	0	0	3	3	3	21	14.285714285714285
TNC	0	0	0	0	3	0	0	0	0	3	3	3	21	14.285714285714285
AC099489.1	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
ACVR1	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
AHNAK2	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
APOB	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
CARMIL3	1	0	0	0	1	0	0	0	0	2	2	2	21	9.523809523809524
CDH9	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
CENPB	0	0	0	0	0	0	0	0	2	2	2	2	21	9.523809523809524
CFAP47	1	0	0	0	1	0	0	0	0	2	2	2	21	9.523809523809524
CFAP65	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
DEAF1	0	0	2	0	0	0	0	0	0	2	2	2	21	9.523809523809524
DNAH14	1	0	0	0	1	0	0	0	0	2	2	2	21	9.523809523809524
DNAH5	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
ELAVL2	1	0	0	0	1	0	0	0	0	2	2	2	21	9.523809523809524
HRNR	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
ITPR1	0	0	0	0	1	1	0	0	0	2	2	2	21	9.523809523809524
KALRN	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
KIR2DL3	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
MKI67	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
MT-ND5	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
PDGFRA	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
PKHD1L1	0	0	0	0	1	1	0	0	0	2	2	2	21	9.523809523809524
PRSS16	1	0	0	0	1	0	0	0	0	2	2	2	21	9.523809523809524
PTEN	0	0	0	0	1	0	0	1	0	2	2	2	21	9.523809523809524
RP1L1	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
RPTN	1	0	0	0	1	0	0	0	0	2	2	2	21	9.523809523809524
RYR1	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
SYNE3	0	0	0	0	1	1	0	0	0	2	2	2	21	9.523809523809524
TRIM48	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
VPS8	0	0	0	0	2	0	0	0	0	2	2	2	21	9.523809523809524
EXOC8	0	0	0	0	4	0	0	0	0	4	1	1	21	4.761904761904762
KANK1	0	0	0	0	3	0	0	0	0	3	1	1	21	4.761904761904762
KAT6B	0	2	0	0	1	0	0	0	0	3	1	1	21	4.761904761904762
PER1	0	0	0	0	3	0	0	0	0	3	1	1	21	4.761904761904762
ADAMTS18	1	0	0	0	1	0	0	0	0	2	1	1	21	4.761904761904762
CUX2	0	0	0	0	2	0	0	0	0	2	1	1	21	4.761904761904762
DNAH17	0	0	0	0	2	0	0	0	0	2	1	1	21	4.761904761904762
KIR3DL1	0	1	0	0	1	0	0	0	0	2	1	1	21	4.761904761904762
SNX25	0	0	1	0	1	0	0	0	0	2	1	1	21	4.761904761904762
A4GNT	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
AADACL3	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ABCA1	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ABCA7	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ABHD14B	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ABHD15	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ABHD16B	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
AC115220.1	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
AC233724.12	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ACAD11	0	1	0	0	0	0	0	0	0	1	1	1	21	4.761904761904762
ACAN	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ACOT11	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ACOT9	1	0	0	0	0	0	0	0	0	1	1	1	21	4.761904761904762
ACTRT3	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ADAMTS12	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ADAMTS16	0	0	0	0	0	1	0	0	0	1	1	1	21	4.761904761904762
ADAMTS6	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ADAMTSL2	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ADGRA3	1	0	0	0	0	0	0	0	0	1	1	1	21	4.761904761904762
ADGRB2	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ADGRF5	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ADNP2	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
AGAP2	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
AGO3	1	0	0	0	0	0	0	0	0	1	1	1	21	4.761904761904762
AKAP9	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
AKR1B10	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
AKR1E2	0	0	0	0	0	1	0	0	0	1	1	1	21	4.761904761904762
ALDH3B2	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ALPK3	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
AMOT	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ANGPTL4	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ANK2	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ANKRD6	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ANKS4B	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ANO8	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
AP000790.2	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
APOBEC3F	0	0	0	0	0	1	0	0	0	1	1	1	21	4.761904761904762
APOBEC3G	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
APOO	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ARHGAP15	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ARHGAP30	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ARHGEF2	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ARID4A	0	0	0	0	0	1	0	0	0	1	1	1	21	4.761904761904762
ARMCX4	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ARSE	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ASXL1	1	0	0	0	0	0	0	0	0	1	1	1	21	4.761904761904762
ATAD2	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ATM	1	0	0	0	0	0	0	0	0	1	1	1	21	4.761904761904762
ATOH1	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
ATP7B	0	0	0	0	0	1	0	0	0	1	1	1	21	4.761904761904762
ATP9B	0	0	0	0	1	0	0	0	0	1	1	1	21	4.761904761904762
