Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
NF2	2	1	0	0	0	0	1	0	4	3	3	13	23.076923076923077
AHNAK2	0	0	0	0	2	0	0	0	2	2	2	13	15.384615384615385
IGHV4-4	0	0	0	0	2	0	0	0	2	2	2	13	15.384615384615385
MT-ND5	0	0	0	0	2	0	0	0	2	2	2	13	15.384615384615385
REEP2	0	0	0	0	0	0	0	2	2	2	2	13	15.384615384615385
SOX10	0	0	2	0	0	0	0	0	2	2	2	13	15.384615384615385
ZNF791	0	0	0	0	2	0	0	0	2	2	2	13	15.384615384615385
ADGRB2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ADGRG1	1	0	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
AGRN	0	0	0	0	0	0	1	0	1	1	1	13	7.6923076923076925
AHNAK	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
AKAP5	0	0	0	0	0	0	1	0	1	1	1	13	7.6923076923076925
ALKBH5	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ANO10	1	0	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
ARAP3	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ARGLU1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ARID4A	1	0	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
ASTN2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ATN1	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
ATOH1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ATP11B	0	0	0	0	0	0	0	1	1	1	1	13	7.6923076923076925
BMP2K	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
C1QTNF8	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
C2orf71	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
CA9	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
CASKIN1	0	0	0	0	0	0	0	1	1	1	1	13	7.6923076923076925
CCDC106	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
CCDC43	0	1	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
CCNK	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
CDK13	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
CDK6	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
CENPB	0	0	0	0	0	0	0	1	1	1	1	13	7.6923076923076925
CENPS-CORT	1	0	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
CHD3	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
CITED4	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
CREB3L1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
CUX2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
DACT3	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
DDX56	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
DNAAF5	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
DOK7	0	0	0	0	0	0	1	0	1	1	1	13	7.6923076923076925
EBF4	0	0	0	0	0	0	1	0	1	1	1	13	7.6923076923076925
EEFSEC	0	0	0	0	0	0	1	0	1	1	1	13	7.6923076923076925
ERMAP	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
FAM25G	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
FBXL19	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
FKRP	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
FLG2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
FOXJ2	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
GAL3ST4	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
GAREM2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
GBP4	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
GBP6	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
GPHB5	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
