Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
H3F3A	0	0	0	0	31	0	0	0	0	31	31	31	34	91.17647058823529
TP53	0	0	0	0	23	2	0	2	0	27	23	23	34	67.64705882352942
ATRX	4	0	0	0	4	2	0	1	0	11	11	11	34	32.35294117647059
NF1	3	0	0	0	1	4	0	2	0	10	7	7	34	20.588235294117645
PIK3CA	0	0	3	0	4	0	0	0	0	7	7	7	34	20.588235294117645
PPM1D	1	1	0	0	0	3	0	0	0	5	5	5	34	14.705882352941178
PHLPP1	0	0	4	0	0	0	0	0	0	4	4	4	34	11.76470588235294
PTPN11	0	0	0	0	4	0	0	0	0	4	4	4	34	11.76470588235294
RAMP2	0	0	4	0	0	0	0	0	0	4	4	4	34	11.76470588235294
SOX1	3	0	1	0	0	0	0	0	0	4	4	4	34	11.76470588235294
SOX10	2	0	0	0	1	1	0	0	0	4	4	4	34	11.76470588235294
TTN	1	0	0	0	3	0	0	0	0	4	4	4	34	11.76470588235294
ACVR1	0	0	0	0	3	0	0	0	0	3	3	3	34	8.823529411764707
AHNAK2	0	0	0	0	3	0	0	0	0	3	3	3	34	8.823529411764707
ELAVL2	1	0	1	0	1	0	0	0	0	3	3	3	34	8.823529411764707
MUC16	0	0	0	0	3	0	0	0	0	3	3	3	34	8.823529411764707
NBPF10	0	0	0	0	3	0	0	0	0	3	3	3	34	8.823529411764707
RYR1	0	0	0	0	3	0	0	0	0	3	3	3	34	8.823529411764707
TNC	0	0	0	0	3	0	0	0	0	3	3	3	34	8.823529411764707
KAT6B	1	2	0	0	1	0	0	0	0	4	2	2	34	5.88235294117647
MT-ND4	1	0	0	0	2	0	0	0	0	3	2	2	34	5.88235294117647
AC099489.1	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
ANKRD30A	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
APOB	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
CARMIL3	1	0	0	0	1	0	0	0	0	2	2	2	34	5.88235294117647
CDH9	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
CENPB	0	0	0	0	0	0	0	0	2	2	2	2	34	5.88235294117647
CFAP47	1	0	0	0	1	0	0	0	0	2	2	2	34	5.88235294117647
CFAP65	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
DEAF1	0	0	2	0	0	0	0	0	0	2	2	2	34	5.88235294117647
DLX6	0	0	2	0	0	0	0	0	0	2	2	2	34	5.88235294117647
DNAH11	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
DNAH14	1	0	0	0	1	0	0	0	0	2	2	2	34	5.88235294117647
DNAH5	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
DUSP27	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
FLG2	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
HIST1H3B	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
HRNR	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
IRX1	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
ISG20L2	1	0	0	0	1	0	0	0	0	2	2	2	34	5.88235294117647
ITPR1	0	0	0	0	1	1	0	0	0	2	2	2	34	5.88235294117647
KALRN	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
KIR2DL3	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
KPRP	0	0	0	0	1	1	0	0	0	2	2	2	34	5.88235294117647
MKI67	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
MT-ND5	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
MUC5AC	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
MYT1	0	0	1	0	1	0	0	0	0	2	2	2	34	5.88235294117647
PDGFRA	0	0	0	0	2	0	0	0	0	2	2	2	34	5.88235294117647
PIK3R1	0	0	0	1	1	0	0	0	0	2	2	2	34	5.88235294117647
PKHD1L1	0	0	0	0	1	1	0	0	0	2	2	2	34	5.88235294117647
PLEKHH3	2	0	0	0	0	0	0	0	0	2	2	2	34	5.88235294117647
PRSS16	1	0	0	0	1	0	0	0	0	2	2	2	34	5.88235294117647
