Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
TP53	3	0	0	0	17	5	0	1	0	26	18	18	44	40.909090909090914
ATRX	4	2	0	0	9	1	0	1	0	17	9	9	44	20.454545454545457
EGFR	0	0	0	1	14	0	0	0	0	15	9	9	44	20.454545454545457
NF1	5	2	0	0	4	3	0	1	0	15	9	9	44	20.454545454545457
OBSCN	0	0	0	0	29	1	0	0	0	30	8	8	44	18.181818181818183
PTEN	2	1	1	0	3	0	0	2	0	9	7	7	44	15.909090909090908
OTOP1	0	0	0	0	7	0	0	0	0	7	7	7	44	15.909090909090908
RAMP2	0	0	6	0	1	0	0	0	0	7	7	7	44	15.909090909090908
TTN	1	0	0	0	76	7	0	2	0	86	6	6	44	13.636363636363635
KMT2D	0	1	1	0	17	0	0	1	0	20	6	6	44	13.636363636363635
ATM	1	0	0	0	14	1	0	0	0	16	6	6	44	13.636363636363635
KIAA1109	0	1	0	0	13	1	0	0	0	15	6	6	44	13.636363636363635
DNAH8	1	0	0	0	11	1	0	0	0	13	6	6	44	13.636363636363635
TSC2	1	0	0	0	11	1	0	0	0	13	6	6	44	13.636363636363635
MAGEL2	0	0	0	0	10	1	0	0	0	11	6	6	44	13.636363636363635
ASCC3	0	1	0	0	6	2	0	0	0	9	6	6	44	13.636363636363635
ESPL1	0	0	2	0	7	0	0	0	0	9	6	6	44	13.636363636363635
ZAN	0	0	0	0	6	2	0	0	0	8	6	6	44	13.636363636363635
NEB	0	1	0	0	27	0	0	1	0	29	5	5	44	11.363636363636363
FSIP2	0	0	0	0	21	1	0	0	0	22	5	5	44	11.363636363636363
RYR2	0	1	0	0	18	2	0	1	0	22	5	5	44	11.363636363636363
SYNE1	0	0	0	0	21	1	0	0	0	22	5	5	44	11.363636363636363
PRKDC	0	1	0	0	18	0	0	0	0	19	5	5	44	11.363636363636363
AHNAK2	0	0	0	0	16	2	0	0	0	18	5	5	44	11.363636363636363
FN1	0	0	0	0	16	0	0	1	0	17	5	5	44	11.363636363636363
APC2	0	0	0	0	16	0	0	0	0	16	5	5	44	11.363636363636363
BSN	0	0	0	0	13	3	0	0	0	16	5	5	44	11.363636363636363
SETD1B	2	3	0	0	11	0	0	0	0	16	5	5	44	11.363636363636363
SSPO	0	0	0	0	16	0	0	0	0	16	5	5	44	11.363636363636363
ADCY9	0	0	0	0	15	0	0	0	0	15	5	5	44	11.363636363636363
DNAH7	2	1	0	0	12	0	0	0	0	15	5	5	44	11.363636363636363
GLI2	0	0	0	0	15	0	0	0	0	15	5	5	44	11.363636363636363
ABCA13	0	0	0	0	14	0	0	0	0	14	5	5	44	11.363636363636363
DNAH5	0	0	0	0	11	2	0	1	0	14	5	5	44	11.363636363636363
SMARCA4	0	0	0	0	13	0	0	1	0	14	5	5	44	11.363636363636363
VPS13D	0	0	0	0	13	1	0	0	0	14	5	5	44	11.363636363636363
DNHD1	0	0	0	0	10	2	0	1	0	13	5	5	44	11.363636363636363
KIAA1549	0	1	0	0	11	0	0	1	0	13	5	5	44	11.363636363636363
LAMA3	0	0	0	0	13	0	0	0	0	13	5	5	44	11.363636363636363
LRP1	0	0	0	0	13	0	0	0	0	13	5	5	44	11.363636363636363
NAV2	0	0	0	0	13	0	0	0	0	13	5	5	44	11.363636363636363
SDK2	0	0	0	0	11	2	0	0	0	13	5	5	44	11.363636363636363
BRPF1	0	0	0	0	12	0	0	0	0	12	5	5	44	11.363636363636363
DNAH14	0	0	0	0	12	0	0	0	0	12	5	5	44	11.363636363636363
DNAH6	0	1	0	0	11	0	0	0	0	12	5	5	44	11.363636363636363
HELZ2	1	1	0	0	10	0	0	0	0	12	5	5	44	11.363636363636363
HUWE1	0	0	0	0	10	0	0	2	0	12	5	5	44	11.363636363636363
PCLO	0	0	0	0	11	1	0	0	0	12	5	5	44	11.363636363636363
SETD2	1	1	0	0	7	2	0	1	0	12	5	5	44	11.363636363636363
TNC	0	0	0	0	11	0	0	1	0	12	5	5	44	11.363636363636363
APOB	0	0	0	0	10	1	0	0	0	11	5	5	44	11.363636363636363
CCDC168	0	0	0	0	11	0	0	0	0	11	5	5	44	11.363636363636363
RERE	0	0	0	0	10	1	0	0	0	11	5	5	44	11.363636363636363
TRPM3	0	1	0	0	9	1	0	0	0	11	5	5	44	11.363636363636363
HIVEP1	0	1	1	0	6	2	0	0	0	10	5	5	44	11.363636363636363
PHLPP1	0	0	2	0	8	0	0	0	0	10	5	5	44	11.363636363636363
PLCB3	0	0	0	0	10	0	0	0	0	10	5	5	44	11.363636363636363
ZNF292	0	1	0	0	7	2	0	0	0	10	5	5	44	11.363636363636363
FBN2	0	0	0	0	7	2	0	0	0	9	5	5	44	11.363636363636363
GNAS	0	0	0	0	7	0	0	2	0	9	5	5	44	11.363636363636363
GREB1L	0	0	0	0	8	1	0	0	0	9	5	5	44	11.363636363636363
KIF7	0	0	0	0	8	1	0	0	0	9	5	5	44	11.363636363636363
NHSL1	0	0	0	0	9	0	0	0	0	9	5	5	44	11.363636363636363
TNRC18	0	1	1	0	7	0	0	0	0	9	5	5	44	11.363636363636363
HCFC1	0	0	0	0	7	0	0	1	0	8	5	5	44	11.363636363636363
IQSEC1	1	0	0	0	7	0	0	0	0	8	5	5	44	11.363636363636363
KIF26B	1	0	0	0	7	0	0	0	0	8	5	5	44	11.363636363636363
SPEG	0	0	0	0	8	0	0	0	0	8	5	5	44	11.363636363636363
TNRC6B	0	0	0	0	7	1	0	0	0	8	5	5	44	11.363636363636363
ACACB	0	0	0	0	7	0	0	0	0	7	5	5	44	11.363636363636363
ALMS1	1	1	0	0	5	0	0	0	0	7	5	5	44	11.363636363636363
BCOR	2	0	0	0	2	2	0	1	0	7	5	5	44	11.363636363636363
COL18A1	0	0	0	0	7	0	0	0	0	7	5	5	44	11.363636363636363
PARP14	1	0	0	0	6	0	0	0	0	7	5	5	44	11.363636363636363
PITRM1	0	0	0	0	6	1	0	0	0	7	5	5	44	11.363636363636363
SREBF2	0	1	0	0	5	0	0	1	0	7	5	5	44	11.363636363636363
UBR1	0	0	0	0	7	0	0	0	0	7	5	5	44	11.363636363636363
ZNF407	0	0	0	0	7	0	0	0	0	7	5	5	44	11.363636363636363
FGFR1	0	0	0	0	5	0	0	1	0	6	5	5	44	11.363636363636363
IQCE	0	0	0	0	5	1	0	0	0	6	5	5	44	11.363636363636363
IRS4	0	2	0	0	4	0	0	0	0	6	5	5	44	11.363636363636363
MYO1F	1	0	0	0	5	0	0	0	0	6	5	5	44	11.363636363636363
PAK5	0	0	0	0	6	0	0	0	0	6	5	5	44	11.363636363636363
PCDHB1	0	0	0	0	6	0	0	0	0	6	5	5	44	11.363636363636363
PDGFRA	0	0	0	0	5	0	0	1	0	6	5	5	44	11.363636363636363
PIK3CA	0	0	1	0	5	0	0	0	0	6	5	5	44	11.363636363636363
RPS6	0	0	0	0	5	0	0	1	0	6	5	5	44	11.363636363636363
CUX1	0	0	0	0	5	0	0	0	0	5	5	5	44	11.363636363636363
FUT4	0	0	0	0	5	0	0	0	0	5	5	5	44	11.363636363636363
MAP3K6	0	0	0	0	5	0	0	0	0	5	5	5	44	11.363636363636363
PIK3R1	0	0	1	0	2	1	0	1	0	5	5	5	44	11.363636363636363
PLEC	0	0	0	0	29	2	0	0	0	31	4	4	44	9.090909090909092
FLNA	0	1	0	0	11	0	0	16	0	28	4	4	44	9.090909090909092
MUC16	1	0	0	0	17	3	0	0	0	21	4	4	44	9.090909090909092
DST	0	0	0	0	17	0	0	2	0	19	4	4	44	9.090909090909092
DNAH17	0	0	0	0	16	2	0	0	0	18	4	4	44	9.090909090909092
RYR1	0	0	0	0	18	0	0	0	0	18	4	4	44	9.090909090909092
ABCA2	0	0	0	0	15	1	0	0	0	16	4	4	44	9.090909090909092
MUC5B	0	0	0	0	16	0	0	0	0	16	4	4	44	9.090909090909092
SPTBN5	0	0	0	0	16	0	0	0	0	16	4	4	44	9.090909090909092
ADGRV1	0	0	0	0	14	1	0	0	0	15	4	4	44	9.090909090909092
AHNAK	0	0	0	0	15	0	0	0	0	15	4	4	44	9.090909090909092
CACNA1A	0	0	0	0	14	1	0	0	0	15	4	4	44	9.090909090909092
CAD	1	0	0	0	13	1	0	0	0	15	4	4	44	9.090909090909092
FAT1	1	0	0	0	13	1	0	0	0	15	4	4	44	9.090909090909092
MYH14	0	0	0	0	13	0	0	2	0	15	4	4	44	9.090909090909092
CHD7	0	3	0	0	11	0	0	0	0	14	4	4	44	9.090909090909092
HMCN1	0	0	0	0	13	1	0	0	0	14	4	4	44	9.090909090909092
HMCN2	0	0	0	0	13	1	0	0	0	14	4	4	44	9.090909090909092
UBR4	0	0	0	0	14	0	0	0	0	14	4	4	44	9.090909090909092
CENPF	0	0	0	0	12	0	0	1	0	13	4	4	44	9.090909090909092
EEF2	0	0	0	0	3	0	0	10	0	13	4	4	44	9.090909090909092
LRP2	0	0	0	0	12	1	0	0	0	13	4	4	44	9.090909090909092
MYO10	0	1	0	0	10	2	0	0	0	13	4	4	44	9.090909090909092
NUMA1	0	0	0	0	11	1	0	1	0	13	4	4	44	9.090909090909092
PPL	0	0	0	0	12	1	0	0	0	13	4	4	44	9.090909090909092
SRRM2	0	0	0	0	9	2	0	2	0	13	4	4	44	9.090909090909092
TG	0	0	0	0	13	0	0	0	0	13	4	4	44	9.090909090909092
ASPM	0	0	0	0	12	0	0	0	0	12	4	4	44	9.090909090909092
COL6A3	0	0	0	0	11	0	0	1	0	12	4	4	44	9.090909090909092
CPSF1	0	0	0	0	12	0	0	0	0	12	4	4	44	9.090909090909092
CROCC	0	0	0	0	11	1	0	0	0	12	4	4	44	9.090909090909092
DYSF	0	0	0	0	11	0	0	1	0	12	4	4	44	9.090909090909092
EXPH5	0	0	0	0	12	0	0	0	0	12	4	4	44	9.090909090909092
FAT3	0	0	0	0	12	0	0	0	0	12	4	4	44	9.090909090909092
HSPG2	0	0	0	0	11	1	0	0	0	12	4	4	44	9.090909090909092
TENM3	1	1	0	0	9	1	0	0	0	12	4	4	44	9.090909090909092
TLN2	0	0	0	0	12	0	0	0	0	12	4	4	44	9.090909090909092
TRPM2	0	0	0	0	11	1	0	0	0	12	4	4	44	9.090909090909092
CELSR2	0	0	0	0	11	0	0	0	0	11	4	4	44	9.090909090909092
CELSR3	0	0	0	0	11	0	0	0	0	11	4	4	44	9.090909090909092
CIC	1	0	0	0	9	0	0	1	0	11	4	4	44	9.090909090909092
FBN3	0	0	0	0	11	0	0	0	0	11	4	4	44	9.090909090909092
KIF26A	0	0	0	0	11	0	0	0	0	11	4	4	44	9.090909090909092
KMT2C	0	1	0	0	10	0	0	0	0	11	4	4	44	9.090909090909092
MXRA5	0	0	0	0	10	1	0	0	0	11	4	4	44	9.090909090909092
MYO15A	0	0	0	0	11	0	0	0	0	11	4	4	44	9.090909090909092
MYO7B	0	0	0	0	10	1	0	0	0	11	4	4	44	9.090909090909092
MYO9B	0	0	0	0	11	0	0	0	0	11	4	4	44	9.090909090909092
PKHD1L1	1	0	0	0	9	1	0	0	0	11	4	4	44	9.090909090909092
PLXNA2	0	0	0	0	11	0	0	0	0	11	4	4	44	9.090909090909092
PLXNB2	0	0	0	0	9	0	0	2	0	11	4	4	44	9.090909090909092
PTPRF	0	0	0	0	11	0	0	0	0	11	4	4	44	9.090909090909092
SON	0	0	0	0	11	0	0	0	0	11	4	4	44	9.090909090909092
ZFYVE26	0	0	0	0	11	0	0	0	0	11	4	4	44	9.090909090909092
ADAMTS7	0	1	0	0	8	1	0	0	0	10	4	4	44	9.090909090909092
ANK2	0	0	0	0	7	3	0	0	0	10	4	4	44	9.090909090909092
BRWD1	0	1	0	0	9	0	0	0	0	10	4	4	44	9.090909090909092
CASKIN1	0	0	1	0	9	0	0	0	0	10	4	4	44	9.090909090909092
COL7A1	0	0	0	0	9	1	0	0	0	10	4	4	44	9.090909090909092
DNAH9	0	0	0	0	7	2	0	1	0	10	4	4	44	9.090909090909092
IGFN1	0	1	0	0	9	0	0	0	0	10	4	4	44	9.090909090909092
KALRN	0	0	0	0	10	0	0	0	0	10	4	4	44	9.090909090909092
KMT2B	0	0	0	0	9	0	0	1	0	10	4	4	44	9.090909090909092
LRP1B	0	0	0	0	10	0	0	0	0	10	4	4	44	9.090909090909092
MAST1	0	0	0	0	10	0	0	0	0	10	4	4	44	9.090909090909092
MYO7A	0	0	0	0	10	0	0	0	0	10	4	4	44	9.090909090909092
NES	1	0	1	0	8	0	0	0	0	10	4	4	44	9.090909090909092
SPTBN2	0	0	0	0	9	0	0	1	0	10	4	4	44	9.090909090909092
TENM2	0	0	0	0	10	0	0	0	0	10	4	4	44	9.090909090909092
TTC6	0	0	0	0	9	0	0	1	0	10	4	4	44	9.090909090909092
VCAN	0	0	0	0	10	0	0	0	0	10	4	4	44	9.090909090909092
ZEB2	1	1	0	0	6	2	0	0	0	10	4	4	44	9.090909090909092
ZNF536	0	0	0	0	10	0	0	0	0	10	4	4	44	9.090909090909092
ZNFX1	0	1	0	0	7	2	0	0	0	10	4	4	44	9.090909090909092
ADARB2	0	0	0	0	9	0	0	0	0	9	4	4	44	9.090909090909092
ATG2A	0	0	0	0	9	0	0	0	0	9	4	4	44	9.090909090909092
CACNA1H	0	2	0	0	5	2	0	0	0	9	4	4	44	9.090909090909092
CACNA1S	0	0	0	0	8	1	0	0	0	9	4	4	44	9.090909090909092
CEP192	0	0	0	0	9	0	0	0	0	9	4	4	44	9.090909090909092
DAB2IP	1	0	0	0	8	0	0	0	0	9	4	4	44	9.090909090909092
FAM47B	0	0	0	0	9	0	0	0	0	9	4	4	44	9.090909090909092
MACF1	0	0	0	0	6	3	0	0	0	9	4	4	44	9.090909090909092
MEGF8	0	1	0	0	8	0	0	0	0	9	4	4	44	9.090909090909092
MINK1	0	0	0	0	7	2	0	0	0	9	4	4	44	9.090909090909092
MUC3A	0	0	0	0	7	2	0	0	0	9	4	4	44	9.090909090909092
